"portcode","name","unctad","netpascode","ets","ishistorical","isactive","additionaldata","rankorder"
"PETYL","TALARA","PETYL",NULL,NULL,False,True,NULL,33
"PGTLW","TALASEA","PGTLW",NULL,NULL,False,True,NULL,0
"IDTALU","TALAU",NULL,NULL,NULL,False,True,NULL,0
"IDTAIS","TALAUD IS.",NULL,NULL,NULL,False,True,NULL,0
"CLTHO","Talcahuano","CLTHO",NULL,NULL,False,True,NULL,0
"PHTAL","TALIBON","PHTAL",NULL,NULL,False,True,NULL,0
"AUTATL","TALISMAN TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"IDTALG","TALIWANG",NULL,NULL,NULL,False,True,NULL,0
"USTLTB","TALL TIMBERS",NULL,NULL,NULL,False,True,NULL,0
"PRTLBA","TALLABOA","PRTLB",NULL,NULL,False,True,NULL,0
"SUTLL","Tallinn","SUTLL",NULL,NULL,False,True,NULL,0
"EEVEB","TALLINN SHIPYARD","EEVEB",NULL,NULL,False,True,NULL,40
"CLTTC","TALTAL","CLTTC",NULL,NULL,False,True,NULL,0
"NOTALK","TALVIK",NULL,NULL,NULL,False,True,NULL,0
"RUTAMN","TAMAN",NULL,NULL,NULL,False,True,NULL,93
"RUTAM","Taman'","RUTAM",NULL,NULL,False,True,NULL,0
"JPUNO","TAMANO","JPUNO",NULL,NULL,False,True,NULL,0
"JPTAMA","TAMASHIMA",NULL,NULL,NULL,False,True,NULL,2
"MGTMM","TAMATAVE","MGTMM",NULL,NULL,False,True,NULL,32
"MYTWU","TAMAU","MYTWU",NULL,NULL,False,True,NULL,0
"IDTAME","TAMBEA",NULL,NULL,NULL,False,True,NULL,0
NULL,"TAMBELAN ARCHIPELAGO EAST (RP)",NULL,NULL,NULL,False,True,NULL,0
NULL,"TAMBELAN ARCHIPELAGO WEST (RP)",NULL,NULL,NULL,False,True,NULL,0
"RUTAMY","TAMBEY",NULL,NULL,NULL,False,True,NULL,0
"PETDM","TAMBO DE MORA","PETDM",NULL,NULL,False,True,NULL,0
"PHTAMN","TAMBONGON",NULL,NULL,NULL,False,True,NULL,0
"FIGUL","TAMMISAARI","FIGUL",NULL,NULL,False,True,NULL,0
"USTPA","TAMPA","USTPA",NULL,NULL,False,True,NULL,344
"USTABY","TAMPA BAY",NULL,NULL,NULL,False,True,NULL,6
NULL,"Tampere (Tammerfors)",NULL,NULL,NULL,False,True,NULL,0
"MXTAM","TAMPICO","MXTAM",NULL,NULL,False,True,NULL,251
"MYTAI","Tampoi","MYTAI",NULL,NULL,False,True,NULL,0
"VNTCG","TAN CANG","VNTCG",NULL,NULL,False,True,NULL,0
"VNTAQN","TAN QUAN",NULL,NULL,NULL,False,True,NULL,0
"MATATN","TAN TAN",NULL,NULL,NULL,False,True,NULL,4
"NOTAA","TANA","NOTAA",NULL,NULL,False,True,NULL,11
"VUISAL","TANA ISLAND","VUISA",NULL,NULL,False,True,NULL,0
"IDTMH","TANA MERAH","IDTMH",NULL,NULL,False,True,NULL,0
"JPTAE","TANABE","JPTAE",NULL,NULL,False,True,NULL,0
"NOTANN","TANAFJORDEN",NULL,NULL,NULL,False,True,NULL,3
"USTAIS","TANAGA IS.",NULL,NULL,NULL,False,True,NULL,0
"IDHNHK","TANAH KUNING","IDHNH",NULL,NULL,False,True,NULL,0
"IDTMH","TANAH MERAH","IDTMH",NULL,NULL,False,True,NULL,0
"IDHNHK","TANAHKUNING","IDHNH",NULL,NULL,False,True,NULL,0
"IDTAIJ","TANAHMERAH IRIAN JAYA",NULL,NULL,NULL,False,True,NULL,0
"SATNJB","TANAJIB","SATNJ",NULL,NULL,False,True,NULL,0
"CUTANO","TANAMO",NULL,NULL,NULL,False,True,NULL,0
"NOTAE","Tananger","NOTAE",NULL,NULL,False,True,NULL,0
"PHTNU","TANAUAN","PHTNU",NULL,NULL,False,True,NULL,0
"FRTANE","TANCARVILLE",NULL,NULL,NULL,False,True,NULL,0
"PHTDG","TANDAG","PHTDG",NULL,NULL,False,True,NULL,0
"PHTAN","TANDAYAG","PHTAN",NULL,NULL,False,True,NULL,0
"IDTJQ","TANDJUNG PANDAN","IDTJQ",NULL,NULL,False,True,NULL,0
"IDTPK","TANDJUNG PRIOK","IDTPK",NULL,NULL,False,True,NULL,0
"IDTUB","TANDJUNG UBAN","IDTUB",NULL,NULL,False,True,NULL,0
"IDTAN","TANDJUNGUBAN","IDTAN",NULL,NULL,False,True,NULL,0
"PHTDC","TANDOC","PHTDC",NULL,NULL,False,True,NULL,0
"PHTABJ","TANDU BATU JOLO",NULL,NULL,NULL,False,True,NULL,0
"CNTAS","TANG SHAN","CNTAS",NULL,NULL,False,True,NULL,0
"TZTGT","TANGA","TZTGT",NULL,NULL,False,True,NULL,8
"MATGMD","Tanger Med",NULL,NULL,NULL,False,True,NULL,0
"CNTGU","TANGGU","CNTGU",NULL,NULL,False,True,NULL,0
"IDTANH","TANGGUH",NULL,NULL,NULL,False,True,NULL,0
"MATNG","TANGIER","MATNG",NULL,NULL,False,True,NULL,68
"NZTANA","TANGIMOANA",NULL,NULL,NULL,False,True,NULL,0
"CNTAS","TANGSHAN","CNTAS",NULL,NULL,False,True,NULL,0
"JPTANM","TANIYAMA",NULL,NULL,NULL,False,True,NULL,4
"IDTABR","TANJONG BAKUR",NULL,NULL,NULL,False,True,NULL,0
"IDTJB","TANJONG BALAI","IDTJB",NULL,NULL,False,True,NULL,0
"IDTBA","TANJONG BARA","IDTBA",NULL,NULL,False,True,NULL,0
"MYTKL","TANJONG KLING","MYTKL",NULL,NULL,False,True,NULL,0
"IDTALE","TANJONG LEPEE","IDTAL",NULL,NULL,False,True,NULL,0
"MYTMIS","TANJONG MANIS","MYTMI",NULL,NULL,False,True,NULL,10
"SGTPG","TANJONG PAGAR","SGTPG",NULL,NULL,False,True,NULL,0
"SGTPG","TANJONG PAGAR TERMINAL","SGTPG",NULL,NULL,False,True,NULL,0
"IDBLT","TANJONG PANDAN","IDBLT",NULL,NULL,False,True,NULL,0
"IDNPL","TANJONG PEMANCINGAN","IDNPL",NULL,NULL,False,True,NULL,0
"SGTPN","TANJONG PENJURU","SGTPN",NULL,NULL,False,True,NULL,1
"IDTNJ","TANJONG PINANG","IDTNJ",NULL,NULL,False,True,NULL,0
"IDTARB","TANJONG REDEP","IDTAR",NULL,NULL,False,True,NULL,0
"FITRKP","TURKU PILOT (UTO)","FITRK",NULL,NULL,False,True,NULL,0
"BNTAS","TANJONG SALIRONG","BNTAS",NULL,NULL,False,True,NULL,0
"IDTASR","TANJONG SELOR","IDTAS",NULL,NULL,False,True,NULL,0
"MYTASG","TANJONG SULONG",NULL,NULL,NULL,False,True,NULL,0
"IDTAN","TANJONG UBAN","IDTAN",NULL,NULL,False,True,NULL,0
"MYTAAM","TANJUNG AYAM",NULL,NULL,NULL,False,True,NULL,2
"IDTBB","TANJUNG BAKAU",NULL,NULL,NULL,False,True,NULL,4
"IDTBKP","TANJUNG BAKAU PILOT STATION(SULAWES","IDTBK",NULL,NULL,False,True,NULL,0
"IDTABR","TANJUNG BAKAU(SULAWESI)","IDTAB",NULL,NULL,False,True,NULL,0
"IDTABR","TANJUNG BAKUR","IDTAB",NULL,NULL,False,True,NULL,0
"IDTJB","TANJUNG BALAI","IDTJB",NULL,NULL,False,True,NULL,0
"IDTBDR","TANJUNG BANDARAN","IDTBD",NULL,NULL,False,True,NULL,0
"IDTBA","TANJUNG BARA","IDTBA",NULL,NULL,False,True,NULL,31
"MYBLQR","TANJUNG BELUNGKOR QUARRY","MYBLQ",NULL,NULL,False,True,NULL,0
"IDTBRK","TANJUNG BERAKIT","IDTBR",NULL,NULL,False,True,NULL,0
"MYTABI","TANJUNG BIDADARI",NULL,NULL,NULL,False,True,NULL,0
"MYTBI","TANJUNG BIN","MYTBI",NULL,NULL,False,True,NULL,12
"IDBNMJ","TANJUNG BONEMANJING","IDBNM",NULL,NULL,False,True,NULL,0
"MYTJBR","TANJUNG BRUAS","MYTJB",NULL,NULL,False,True,NULL,0
"IDTABI","TANJUNG BULI",NULL,NULL,NULL,False,True,NULL,0
"IDTBTN","TANJUNG BUTON","IDTBT",NULL,NULL,False,True,NULL,0
"IDTJBY","TANJUNG BUYUT",NULL,NULL,NULL,False,True,NULL,9
"IDSRG","TANJUNG EMAS","IDSRG",NULL,NULL,False,True,NULL,1
"IDTAGM","TANJUNG GEREM",NULL,NULL,NULL,False,True,NULL,0
"IDTAJI","TANJUNG JATI",NULL,NULL,NULL,False,True,NULL,0
"IDKMPH","TANJUNG KAMPEH","IDKMP",NULL,NULL,False,True,NULL,4
"IDKMPH","TANJUNG KAMPEH ANCHORAGE","IDKMP",NULL,NULL,False,True,NULL,0
"IDKMPH","TANJUNG KEMPEH","IDKMP",NULL,NULL,False,True,NULL,0
"MYTKPG","TANJUNG KUPANG","MYTKP",NULL,NULL,False,True,NULL,0
"MATAL","TANJUNG LANGSAT",NULL,NULL,NULL,False,True,NULL,39
"IDTALE","TANJUNG LEPEE",NULL,NULL,NULL,False,True,NULL,0
"IDTAMA","TANJUNG MANGKOK ANCHORAGE",NULL,NULL,NULL,False,True,NULL,0
"MYTMI","TANJUNG MANIS","MYTMI",NULL,NULL,False,True,NULL,59
"IDTAMS","TANJUNG MERANGAS",NULL,NULL,NULL,False,True,NULL,0
"IDTJQ","TANJUNG PANDAN","IDTJQ",NULL,NULL,False,True,NULL,0
"MYTJP","TANJUNG PELAPAS",NULL,NULL,NULL,False,True,NULL,5
"MYTPP","Tanjung Pelepas","MYTPP",NULL,NULL,False,True,NULL,0
"IDTBR","TANJUNG PEMANCINGAN",NULL,NULL,NULL,False,True,NULL,0
"IDSUB","TANJUNG PERAK","IDSUB",NULL,NULL,False,True,NULL,0
"IDTAPG","TANJUNG PETANG",NULL,NULL,NULL,False,True,NULL,3
"MYTAPI","TANJUNG PIAI",NULL,NULL,NULL,False,True,NULL,0
"IDTNJ","TANJUNG PINANG","IDTNJ",NULL,NULL,False,True,NULL,0
"IDTPP","TANJUNG PRIOK","IDTPP",NULL,NULL,False,True,NULL,35
"IDTARB","TANJUNG REDEB",NULL,NULL,NULL,False,True,NULL,0
"IDTSBU","TANJUNG SABAU","IDTSB",NULL,NULL,False,True,NULL,0
"BNTAS","TANJUNG SALIRONG","BNTAS",NULL,NULL,False,True,NULL,0
"IDTSKN","TANJUNG SEKONG","IDTSK",NULL,NULL,False,True,NULL,0
"IDTASA","TANJUNG SELOKA",NULL,NULL,NULL,False,True,NULL,0
"IDTASR","TANJUNG SELOR",NULL,NULL,NULL,False,True,NULL,0
"MYTSTP","TANJUNG SETAPA","MYTST",NULL,NULL,False,True,NULL,0
"IDTASF","TANJUNG SOFA",NULL,NULL,NULL,False,True,NULL,0
"IDTAN","TANJUNG UBAN","IDTAN",NULL,NULL,False,True,NULL,0
"IDTAUE","TANJUNG UBULIE",NULL,NULL,NULL,False,True,NULL,0
"IDTJWG","TANJUNG WANGI",NULL,NULL,NULL,False,True,NULL,0
"IDWAYA","TANJUNG WAYABULA","IDWAY",NULL,NULL,False,True,NULL,0
"IDTABU","TANJUNGBAKAU","IDTAB",NULL,NULL,False,True,NULL,0
NULL,"TANJUNGKILANG AREA (RP)",NULL,NULL,NULL,False,True,NULL,0
"IDTARB","TANJUNGREDEB","IDTAR",NULL,NULL,False,True,NULL,0
"IDTARB","TANJUNGREDEP","IDTAR",NULL,NULL,False,True,NULL,0
"IDTAN","TANJUNGUBAN","IDTAN",NULL,NULL,False,True,NULL,0
"VUISAL","TANNA","VUISA",NULL,NULL,False,True,NULL,0
"JPTANA","TANOURA",NULL,NULL,NULL,False,True,NULL,0
"TWTANI","TANSHUI",NULL,NULL,NULL,False,True,NULL,0
"THTWMT","TANTAWAN MARINE TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"RUTAU","TANYSK","RUTAU",NULL,NULL,False,True,NULL,0
"MGFTU","TAOLAGNARO","MGFTU",NULL,NULL,False,True,NULL,0
"USTAID","TAONGI ISLAND",NULL,NULL,NULL,False,True,NULL,0
"ITTAO","TAORMINA","ITTAO",NULL,NULL,False,True,NULL,0
"TWTYN","Taoyuan","TWTYN",NULL,NULL,False,True,NULL,0
"CNTASK","TAP SHEK KOK",NULL,NULL,NULL,False,True,NULL,1
"IDTAPN","TAPAKTUAN",NULL,NULL,NULL,False,True,NULL,0
"ESTPC","TAPIA","ESTPC",NULL,NULL,False,True,NULL,0
"ESTADC","TAPIA DE CASARIEGO",NULL,NULL,NULL,False,True,NULL,0
"MYTAT","TAPIS TERMINAL","MYTAT",NULL,NULL,False,True,NULL,0
"USTAPK","TAPPAHANNOCK",NULL,NULL,NULL,False,True,NULL,0
"IDPTKA","TAPUNOPAKA ANCHORAGE","IDPTK",NULL,NULL,False,True,NULL,0
"LYTIP","TARABULUS","LYTIP",NULL,NULL,False,True,NULL,0
"IDTRH","TARAHAN","IDTRH",NULL,NULL,False,True,NULL,33
"IDTACT","TARAHAN COAL TERMINAL",NULL,NULL,NULL,False,True,NULL,1
"IDTRK","TARAKAN","IDTRK",NULL,NULL,False,True,NULL,0
"IDTRK","TARAKAN IS","IDTRK",NULL,NULL,False,True,NULL,18
"IDTRK","TARAKAN IS.","IDTRK",NULL,NULL,False,True,NULL,0
"ITTAR","TARANTO","ITTAR",NULL,NULL,False,True,NULL,406
"KITRW","TARAWA","KITRW",NULL,NULL,False,True,NULL,0
"DKTARK","TARBAEK",NULL,NULL,NULL,False,True,NULL,0
"GBTAB","TARBERT","GBTAB",NULL,NULL,False,True,NULL,0
"IETAR","TARBERT IS. TERMINAL","IETAR",NULL,NULL,False,True,NULL,0
"GBTAKE","TARBERT KINTYRE",NULL,NULL,NULL,False,True,NULL,0
"GBTALS","TARBERT LEWIS",NULL,NULL,NULL,False,True,NULL,0
"IETAR","TARBERT TERMINAL","IETAR",NULL,NULL,False,True,NULL,2
"MATRFY","TARFAYA",NULL,NULL,NULL,False,True,NULL,0
"AETARF","TARIF",NULL,NULL,NULL,False,True,NULL,0
"ESTRF","TARIFA","ESTRF",NULL,NULL,False,True,NULL,0
"IDTAR","TARJUN","IDTAR",NULL,NULL,False,True,NULL,34
"SETARO","TARNO",NULL,NULL,NULL,False,True,NULL,0
"MHTAR","TAROA","MHTAR",NULL,NULL,False,True,NULL,0
"USTASS","TARPON SPRINGS",NULL,NULL,NULL,False,True,NULL,0
"ESTAR","TARRAGONA","ESTAR",NULL,NULL,False,True,NULL,682
"SYTTS","TARTOUS","SYTTS",NULL,NULL,False,True,NULL,3
"SYTTS","TARTUS","SYTTS",NULL,NULL,False,True,NULL,0
"PHTASN","TASAAN",NULL,NULL,NULL,False,True,NULL,0
"DKTASQ","TASIUSSAQ",NULL,NULL,NULL,False,True,NULL,0
"DKTAA","Tastrup","DKTAA",NULL,NULL,False,True,NULL,0
"CATAS","TASU","CATAS",NULL,NULL,False,True,NULL,0
NULL,"TASU (RP)",NULL,NULL,NULL,False,True,NULL,0
"TRTAS","TASUCU","TRTAS",NULL,NULL,False,True,NULL,2
"JPTTY","TATEYAMA","JPTTY",NULL,NULL,False,True,NULL,0
"NOTAU","TAU","NOTAU",NULL,NULL,False,True,NULL,133
"RUTAU","TAUISK","RUTAU",NULL,NULL,False,True,NULL,0
"NZTRG","Tauranga","NZTRG",NULL,NULL,False,True,NULL,0
"JPTAUI","TAURUSAKI",NULL,NULL,NULL,False,True,NULL,0
"RUTAU","TAUYSK","RUTAU",NULL,NULL,False,True,NULL,0
"CATAVI","TAVANI",NULL,NULL,NULL,False,True,NULL,0
"MMTAV","TAVOY","MMTAV",NULL,NULL,False,True,NULL,0
"TRTAVL","TAVSANCIL",NULL,NULL,NULL,False,True,NULL,1
"USTACY","TAWAS CITY",NULL,NULL,NULL,False,True,NULL,0
"MYTWU","TAWAU","MYTWU",NULL,NULL,False,True,NULL,46
"PHTAWI","TAWI TAWI","PHTAW",NULL,NULL,False,True,NULL,0
"PHTAWI","TAWI-TAWI","PHTAW",NULL,NULL,False,True,NULL,0
"GBTAY","TAYPORT","GBTAY",NULL,NULL,False,True,NULL,0
"PHTAY","TAYTAY","PHTAY",NULL,NULL,False,True,NULL,0
"TNTAZA","TAZERKA",NULL,NULL,NULL,False,True,NULL,0
"TNTAT","TAZERKA TERMINAL","TNTAT",NULL,NULL,False,True,NULL,0
"RUTAZE","TAZOVSKOYE",NULL,NULL,NULL,False,True,NULL,0
"TCRED","TC REDELIVERY TBN",NULL,NULL,NULL,False,True,NULL,0
"GATCTL","TCHATAMBA MARINE TERMINAL","GATCT",NULL,NULL,False,True,NULL,0
"GATCTL","TCHATAMBA TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"VNTGTG","TE GIAC TRANG","VNTGT",NULL,NULL,False,True,NULL,0
"BRTETL","TEBAR TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"BRGEB","TEBIG TERMINAL","BRGEB",NULL,NULL,False,True,NULL,0
"BRCARI","TECARMO TERMINAL","BRCAR",NULL,NULL,False,True,NULL,0
"MXTECA","TECOLUTLA",NULL,NULL,NULL,False,True,NULL,0
"GBTEBY","TEES BAY",NULL,NULL,NULL,False,True,NULL,15
"GBTEE","TEESPORT","GBTEE",NULL,NULL,False,True,NULL,645
"IDTEG","TEGAL","IDTEG",NULL,NULL,False,True,NULL,0
"GRTNM","Teignmouth","GBTNM",NULL,NULL,False,True,NULL,0
"TRTEK","TEKIRDAG","TRTEK",NULL,NULL,False,True,NULL,109
"TRTEKY","TEKKEKOY",NULL,NULL,NULL,False,True,NULL,0
"CYTKNK","TEKNECIK",NULL,NULL,NULL,False,True,NULL,0
"ILTAV","TEL AVIV","ILTAV",NULL,NULL,False,True,NULL,2
"ILTLV","TEL AVIV YAFO","ILTLV",NULL,NULL,False,True,NULL,0
"ILTLV","TEL AVIV-YAFO","ILTLV",NULL,NULL,False,True,NULL,0
"HNTEA","TELA","HNTEA",NULL,NULL,False,True,NULL,6
"MYTELA","TELAGA",NULL,NULL,NULL,False,True,NULL,0
"USTELR","TELLER",NULL,NULL,NULL,False,True,NULL,0
"INTEL","TELLICHERRY","INTEL",NULL,NULL,False,True,NULL,0
"FRTLNS","TELLINES","FRTLN",NULL,NULL,False,True,NULL,1
"IDTELO","TELO",NULL,NULL,NULL,False,True,NULL,0
"MYTAN","TELOK ANSON","MYTAN",NULL,NULL,False,True,NULL,0
"IDTKA","TELOK AYER","IDTKA",NULL,NULL,False,True,NULL,0
"IDTLBK","TELUK BAKAU","IDTLB",NULL,NULL,False,True,NULL,0
"IDPDG","TELUK BAYUR","IDPDG",NULL,NULL,False,True,NULL,12
"IDBETI","TELUK BEO","IDBET",NULL,NULL,False,True,NULL,0
"IDTBG","TELUK BETUNG","IDTBG",NULL,NULL,False,True,NULL,0
"IDTEBE","TELUK BONE",NULL,NULL,NULL,False,True,NULL,0
"IDTEBS","TELUK BUNGUS",NULL,NULL,NULL,False,True,NULL,0
"IDTELM","TELUK DALEM","IDTEL",NULL,NULL,False,True,NULL,0
"MYLGK","TELUK EWA","MYLGK",NULL,NULL,False,True,NULL,0
"MYTAS","TELUK INTAN","MYTAS",NULL,NULL,False,True,NULL,0
"IDTEBS","TELUK KABUNG","IDTEB",NULL,NULL,False,True,NULL,0
"MYTLRA","TELUK RAMUNIA ANCHORAGE","MYTLR",NULL,NULL,False,True,NULL,0
"MYTLRB","TELUK RUBIAH","MYTLR",NULL,NULL,False,True,NULL,0
"IDSMB","TELUK SEMANGKA","IDSMB",NULL,NULL,False,True,NULL,0
"IDTLTP","TELUK TINOPO","IDTLT",NULL,NULL,False,True,NULL,0
"IDTBR","TELUKBAYUR","IDTBR",NULL,NULL,False,True,NULL,0
"IDTKG","TELUKBETUNG","IDTKG",NULL,NULL,False,True,NULL,0
"IDTELM","TELUKDALEM",NULL,NULL,NULL,False,True,NULL,0
"GHTEM","TEMA","GHTEM",NULL,NULL,False,True,NULL,215
"MYTBMT","TEMBIKIAI MARINE TERMINAL","MYTBM",NULL,NULL,False,True,NULL,0
"IDTEMN","TEMBILAHAN",NULL,NULL,NULL,False,True,NULL,0
"TTTEM","TEMBLADORA","TTTEM",NULL,NULL,False,True,NULL,0
"GRLROS","TEMENIA","GRLRO",NULL,NULL,False,True,NULL,0
"JPTMPZ","TEMPOZAN PIER","JPTMP",NULL,NULL,False,True,NULL,0
"TEMRYUK","TEMRYUK",NULL,NULL,NULL,False,True,NULL,5
"BETSE","TEMSE","BETSE",NULL,NULL,False,True,NULL,42
"USTESS","TENAKEE SPRINGS",NULL,NULL,NULL,False,True,NULL,0
"MMTENM","TENASSERIM",NULL,NULL,NULL,False,True,NULL,0
"IDKOE","TENAU KUPANG","IDKOE",NULL,NULL,False,True,NULL,0
"GBTENY","TENBY",NULL,NULL,NULL,False,True,NULL,0
"ESSCT","Tenerife","ESSCT",NULL,NULL,False,True,NULL,0
"DZTEN","TENES","DZTEN",NULL,NULL,False,True,NULL,47
"NCTUD","TEOUDIE","NCTUD",NULL,NULL,False,True,NULL,0
"IDTEBI","TEPA BABAR IS.",NULL,NULL,NULL,False,True,NULL,0
"IDTERA","TERAMPA",NULL,NULL,NULL,False,True,NULL,0
"ITTIM","TERMINI IMERESE","ITTIM",NULL,NULL,False,True,NULL,87
"BRTETA","TERMISA TERMINAL",NULL,NULL,NULL,False,True,NULL,88
"ITTMI","TERMOLI","ITTMI",NULL,NULL,False,True,NULL,0
"IDTTE","TERNATE","IDTTE",NULL,NULL,False,True,NULL,0
"NLTNZ","TERNEUZEN","NLTNZ",NULL,NULL,False,True,NULL,687
"CATENA","TERRA NOVA",NULL,NULL,NULL,False,True,NULL,0
"ITTRC","TERRACINA","ITTRC",NULL,NULL,False,True,NULL,0
"ITTRC","TERRACINO","ITTRC",NULL,NULL,False,True,NULL,0
"CATENA","TERRANOVA FPSO","CATEN",NULL,NULL,False,True,NULL,0
"CATERE","TERRENCEVILLE",NULL,NULL,NULL,False,True,NULL,0
"AOTEST","TEST",NULL,NULL,NULL,False,True,NULL,0
"SBVIU","TETEMARA","SBVIU",NULL,NULL,False,True,NULL,0
"GBTTL","TETNEY MARINE TERMINAL","GBTTL",NULL,NULL,False,True,NULL,0
"GBTTL","TETNEY TERMINAL","GBTTL",NULL,NULL,False,True,NULL,1
"RUDALK","TETYUKHE","RUDAL",NULL,NULL,False,True,NULL,0
"CATEX","TEXADA IS","CATEX",NULL,NULL,False,True,NULL,0
"CATEX","TEXADA IS.","CATEX",NULL,NULL,False,True,NULL,0
"CATEX","TEXADA ISLAND","CATEX",NULL,NULL,False,True,NULL,0
"USTXT","TEXAS CITY","USTXT",NULL,NULL,False,True,NULL,178
"NLTEX","TEXEL","NLTEX",NULL,NULL,False,True,NULL,1
"MYKBA","TG BARAM","MYKBA",NULL,NULL,False,True,NULL,0
"MYTGKR","TG KIDURONG","MYTGK",NULL,NULL,False,True,NULL,0
"IDNPL","TG. PEMANCINGAN","IDNPL",NULL,NULL,False,True,NULL,0
"IDSOQ","TG. SORONG","IDSOQ",NULL,NULL,False,True,NULL,0
"THTHA","THA SALA","THTHA",NULL,NULL,False,True,NULL,6
"NZTMZ","THAMES","NZTMZ",NULL,NULL,False,True,NULL,5
"GBTHS","Thames Haven","GBTHS",NULL,NULL,False,True,NULL,0
"GBTHM","THAMESHAVEN","GBTHM",NULL,NULL,False,True,NULL,3
"GBTHP","Thamesport","GBTHP",NULL,NULL,False,True,NULL,0
"NOTHA","THAMSHAMN","NOTHA",NULL,NULL,False,True,NULL,58
"NOTHA","THAMSHAVN","NOTHA",NULL,NULL,False,True,NULL,141
"MMTNDW","THANDWE","MMTND",NULL,NULL,False,True,NULL,0
"VNTLDT","THANG LONG-DONG DO TERMINAL","VNTLD",NULL,NULL,False,True,NULL,0
"VNNGH","THANH HOA","VNNGH",NULL,NULL,False,True,NULL,0
"THSAL","THASALA",NULL,NULL,NULL,False,True,NULL,0
"GRTHS","THASOS","GRTHS",NULL,NULL,False,True,NULL,23
NULL,"Thatcham",NULL,NULL,NULL,False,True,NULL,0
"THTHAG","THATONG",NULL,NULL,NULL,False,True,NULL,7
NULL,"THE ANTARCTIC ZONE (RP)",NULL,NULL,NULL,False,True,NULL,0
"BSTBI","THE BIGHT NAT IS.","BSTBI",NULL,NULL,False,True,NULL,0
"USTHDS","THE DALLES",NULL,NULL,NULL,False,True,NULL,0
"NLTHHE","THE HAGUE",NULL,NULL,NULL,False,True,NULL,0
"CXXCH","THE SETTLEMENT","CXXCH",NULL,NULL,False,True,NULL,0
NULL,"THE SHORTEST (RP)",NULL,NULL,NULL,False,True,NULL,0
"USTHEE","THEODORE",NULL,NULL,NULL,False,True,NULL,51
"SUTHD","THEODOSIA","SUTHD",NULL,NULL,False,True,NULL,0
"CATHEN","THESSALON",NULL,NULL,NULL,False,True,NULL,0
"GRSKG","THESSALONIKI","GRSKG",NULL,NULL,False,True,NULL,264
"AUTHE","THEVENARD","AUTHE",NULL,NULL,False,True,NULL,15
"VNPHU","THI VAI","VNPHU",NULL,NULL,False,True,NULL,0
"MVTLFH","THILAFUSHI","MVTLF",NULL,NULL,False,True,NULL,0
"MMTHIA","THILAWA",NULL,NULL,NULL,False,True,NULL,0
"MVTNHA","THINADHOO ANCHORAGE","MVTNH",NULL,NULL,False,True,NULL,0
"ISTEY","THINGEYRI","ISTEY",NULL,NULL,False,True,NULL,5
"FRTHI","THIO","FRTHI",NULL,NULL,False,True,NULL,0
"GRJTR","THIRA","GRJTR",NULL,NULL,False,True,NULL,0
"INTYR","THIRUKKADAYUR","INTYR",NULL,NULL,False,True,NULL,0
"DKTED","THISTED","DKTED",NULL,NULL,False,True,NULL,9
"GRTHI","THISVI","GRTHI",NULL,NULL,False,True,NULL,126
"GRTHI","THISVY","GRTHI",NULL,NULL,False,True,NULL,0
"NLTHO","THOLEN","NLTHO",NULL,NULL,False,True,NULL,0
"ISTLKF","THORLAKSHOFN",NULL,NULL,NULL,False,True,NULL,192
"NZTHOY","THORNBURY",NULL,NULL,NULL,False,True,NULL,0
"CATHD","THOROLD","CATHD",NULL,NULL,False,True,NULL,2
"FOTHO","THORSHAVN","FOTHO",NULL,NULL,False,True,NULL,0
"FOTHO","THORSHAVN (FAROE IS)","FOTHO",NULL,NULL,False,True,NULL,18
"FOTHO","THORSHAVN (FAROE IS.)","FOTHO",NULL,NULL,False,True,NULL,0
"ISTHO","THORSHOFN","ISTHO",NULL,NULL,False,True,NULL,29
"ISTHO","THORSHOTN","ISTHO",NULL,NULL,False,True,NULL,0
"DKTMD","THORSMINDE","DKTMD",NULL,NULL,False,True,NULL,0
"SBTHSB","THOUSAND SHIPS BAY",NULL,NULL,NULL,False,True,NULL,10
"CATRR","THREE RIVERS","CATRR",NULL,NULL,False,True,NULL,149
"VNTUNA","THUAN AN","VNTUN",NULL,NULL,False,True,NULL,0
"GLTHU","THULE","GLTHU",NULL,NULL,False,True,NULL,0
"CAPOA","THUNDER BAY","CAPOA",NULL,NULL,False,True,NULL,114
"VNHPH","THUONG","VNHPH",NULL,NULL,False,True,NULL,0
"MVTRKN","THURAAKUNU",NULL,NULL,NULL,False,True,NULL,0
"GBTHUK","THURROCK",NULL,NULL,NULL,False,True,NULL,49
"AUTIS","THURSDAY ISLAND","AUTIS",NULL,NULL,False,True,NULL,0
"GBTHU","THURSO","GBTHU",NULL,NULL,False,True,NULL,1
"DKTYB","THYBORON","DKTYB",NULL,NULL,False,True,NULL,148
"VETJV","TIA JUANA","VETJV",NULL,NULL,False,True,NULL,0
"CNTSN","TIANJIN","CNTSN",NULL,NULL,False,True,NULL,368
NULL,"Tianjin (CNTSN)",NULL,NULL,NULL,False,True,NULL,0
"MXTIIS","TIBURON IS.",NULL,NULL,NULL,False,True,NULL,0
"ERTICO","TICHO",NULL,NULL,NULL,False,True,NULL,0
