"portcode","name","unctad","netpascode","ets","ishistorical","isactive","additionaldata","rankorder"
"DEHAM","HAMBURG","DEHAM",NULL,NULL,False,True,"{""ecaType"":""none"",""europe"":false}",1614
"SGSIN","SINGAPORE","SGSIN",NULL,NULL,False,True,"{""ecaType"":""none"",""europe"":false}",2114
"NLRTM","ROTTERDAM","NLRTM",NULL,NULL,False,True,"{""ecaType"":""none"",""europe"":false}",3856
"PLGDN","GDANSK","PLGDN",NULL,NULL,False,True,"{""ecaType"":""none"",""europe"":false}",1732
"TEST","test","test3","43432","EU-ETS",False,True,"{""ecaType"":""china"",""europe"":false}",0
"DKAAB","AABENRAA","DKAAB",NULL,NULL,False,True,NULL,151
"RUAIIS","AION IS.",NULL,NULL,NULL,False,True,NULL,0
NULL,"Alboraya",NULL,NULL,NULL,False,True,NULL,0
NULL,"Argenta",NULL,NULL,NULL,False,True,NULL,0
"IDBARS","BARUS",NULL,NULL,NULL,False,True,NULL,0
"INBARA","BARUVA",NULL,NULL,NULL,False,True,NULL,0
NULL,"Barwell",NULL,NULL,NULL,False,True,NULL,0
"GBBUCN","BUCKHAVEN",NULL,NULL,NULL,False,True,NULL,0
"USCAPE","CAPE PORPOISE",NULL,NULL,NULL,False,True,NULL,0
NULL,"CIU",NULL,NULL,NULL,False,True,NULL,0
"MXCME","CIUDAD DEL CARMEN","MXCME",NULL,NULL,False,True,NULL,0
"VNCLO","CULAO","VNCLO",NULL,NULL,False,True,NULL,0
"NLDZL","DELFZIJI","NLDZL",NULL,NULL,False,True,NULL,32
"RUDIII","DIOMEDE IS.",NULL,NULL,NULL,False,True,NULL,0
"GBDUMN","DUMBARTON",NULL,NULL,NULL,False,True,NULL,0
"IRFAIS","FARRUR IS.",NULL,NULL,NULL,False,True,NULL,0
"GBFULR","FULMER",NULL,NULL,NULL,False,True,NULL,0
"FRGRGV","GARGENVILLE",NULL,NULL,NULL,False,True,NULL,0
"TRGCK","GOCEK","TRGCK",NULL,NULL,False,True,NULL,0
"ESGUEO","GUECHO",NULL,NULL,NULL,False,True,NULL,0
"JPHAMU","HAMAMASU",NULL,NULL,NULL,False,True,NULL,0
"JPHOFU","HOFU",NULL,NULL,NULL,False,True,NULL,0
NULL,"HOYSTON",NULL,NULL,NULL,False,True,NULL,0
"FRISIY","ISIGNY",NULL,NULL,NULL,False,True,NULL,0
"IDKAJG","KAJANG",NULL,NULL,NULL,False,True,NULL,0
"GAKANO","KANGO",NULL,NULL,NULL,False,True,NULL,0
"KHKPHS","KEO PHOS","KHKPH",NULL,NULL,False,True,NULL,0
"CGKINA","KINSHASA",NULL,NULL,NULL,False,True,NULL,0
"JPKUC","KUCHINOTSU","JPKUC",NULL,NULL,False,True,NULL,0
"GRKYM","KYMASSI","GRKYM",NULL,NULL,False,True,NULL,11
"LAONE","LAAYOUNE",NULL,NULL,NULL,False,True,NULL,11
"AULATL","LAMINARIA TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"NOLENK","LENSVIK",NULL,NULL,NULL,False,True,NULL,0
"COMAM","MAMONAL","COMAM",NULL,NULL,False,True,NULL,23
NULL,"MARSALA (RP)",NULL,NULL,NULL,False,True,NULL,0
"TRMARS","MARTAS",NULL,NULL,NULL,False,True,NULL,44
"IDPMG","MENENG","IDPMG",NULL,NULL,False,True,NULL,0
"FRMONL","MONTREUIL",NULL,NULL,NULL,False,True,NULL,0
NULL,"NEW HAVENN",NULL,NULL,NULL,False,True,NULL,0
"SRICK","NEW NICKERIE","SRICK",NULL,NULL,False,True,NULL,0
"RUOZEY","OZERNAYA","RUOZE",NULL,NULL,False,True,NULL,0
"RUPWE","PEVEK","RUPWE",NULL,NULL,False,True,NULL,4
"THPHE","Phet Buri","THPHE",NULL,NULL,False,True,NULL,0
"RUPOKK","POKHODSK",NULL,NULL,NULL,False,True,NULL,0
"GRPSPI","PSARA PSRAR IS.",NULL,NULL,NULL,False,True,NULL,0
"CLPTC","PUNTA CHUNGO","CLPTC",NULL,NULL,False,True,NULL,1
"SERAA","RAA","SERAA",NULL,NULL,False,True,NULL,0
NULL,"RIAU ISLANDS EAST (RP)",NULL,NULL,NULL,False,True,NULL,0
NULL,"RIAU ISLANDS WEST (RP)",NULL,NULL,NULL,False,True,NULL,0
NULL,"SAN LORENZO",NULL,NULL,NULL,False,True,NULL,0
"CVSAAI","SANTO ANTAO IS.",NULL,NULL,NULL,False,True,NULL,0
"JPSEZI","SEKI SAKI","JPSEZ",NULL,NULL,False,True,NULL,0
"ITSIDO","SIDERNO",NULL,NULL,NULL,False,True,NULL,0
NULL,"SOUTH BANK ISLAND (RP)",NULL,NULL,NULL,False,True,NULL,0
"RUSVEA","SVETLAYA",NULL,NULL,NULL,False,True,NULL,0
"ESTAVA","TAVIRA",NULL,NULL,NULL,False,True,NULL,0
"NOUVK","ULVIK","NOUVK",NULL,NULL,False,True,NULL,0
"ITVDA","VADA","ITVDA",NULL,NULL,False,True,NULL,0
"IDWAHI","WAHAI",NULL,NULL,NULL,False,True,NULL,0
"CNWENG","WENCHANG",NULL,NULL,NULL,False,True,NULL,0
"DKAAB","AABENRAA","DKAAB","DKAAP","EU-ETS",False,True,"{""Latitude"":""65.76567"",""Longitude"":""12.897654"",""ecaType"":""china"",""europe"":false}",151
"FITKU","AABO","FITKU",NULL,NULL,False,True,NULL,0
"NOAHM","AAHEIM","NOAHM",NULL,NULL,False,True,NULL,155
"SEAHU","AAHUS","SEAHU",NULL,NULL,False,True,NULL,9
"DKAAL","AALBORG","DKAAL",NULL,NULL,False,True,NULL,519
"NOAES","AALESUND","NOAES",NULL,NULL,False,True,NULL,309
"NOAAV","AALVIK","NOAAV",NULL,NULL,False,True,NULL,137
"GBAASR","AANASURIA",NULL,NULL,NULL,False,True,NULL,3
"NOAND","AANDALSNES","NOAND",NULL,NULL,False,True,NULL,14
"NOAAN","AARDAL","NOAAN",NULL,NULL,False,True,NULL,134
"NOARD","AARDALSTANGEN","NOARD",NULL,NULL,False,True,NULL,0
"DKAAR","AARHUS","DKAAR",NULL,NULL,False,True,NULL,406
"NOAASD","AASGARD",NULL,NULL,NULL,False,True,NULL,2
"DKEGEE","AASIAAT","DKEGE",NULL,NULL,False,True,NULL,0
"IRABD","ABADAN","IRABD",NULL,NULL,False,True,NULL,1
"KIABIS","ABAIANG IS.",NULL,NULL,NULL,False,True,NULL,5
"KIABIS","ABALANG IS.","KIABI",NULL,NULL,False,True,NULL,0
"JPABA","ABASHIRI","JPABA",NULL,NULL,False,True,NULL,8
"PGABW","ABAU","PGABW",NULL,NULL,False,True,NULL,0
"FRABB","ABBEVILLE","FRABB",NULL,NULL,False,True,NULL,5
"CAABHR","ABBOT HARBOUR",NULL,NULL,NULL,False,True,NULL,1
"AUABP","ABBOT POINT","AUABP",NULL,NULL,False,True,NULL,35
"BRPOAN","ABC NORTE","BRPOA",NULL,NULL,False,True,NULL,1
"KIABII","ABEMAMA IS.",NULL,NULL,NULL,False,True,NULL,0
"DKAAB","ABENRA","DKAAB",NULL,NULL,False,True,NULL,41
"GBABA","ABERAERON","GBABA",NULL,NULL,False,True,NULL,0
"GBABD","Aberdeen","GBABD",NULL,NULL,False,True,NULL,0
"CNABEN","ABERDEEN (HK)",NULL,NULL,NULL,False,True,NULL,0
"GBABD","ABERDEEN (UK)","GBABD",NULL,NULL,False,True,NULL,547
"USABEN","ABERDEEN (US)",NULL,NULL,NULL,False,True,NULL,0
"GBABF","ABERDOVEY","GBABF",NULL,NULL,False,True,NULL,0
"GBABEI","ABERDYFI",NULL,NULL,NULL,False,True,NULL,0
"UKABE","ABERYSTWYTH",NULL,NULL,NULL,False,True,NULL,0
"CIABJ","ABIDJAN","CIABJ",NULL,NULL,False,True,NULL,267
"GBHUST","ABLE HUMBER PORT","GBHUS",NULL,NULL,False,True,NULL,3
"GBALSP","ABLE SEATON PORT","GBALS",NULL,NULL,False,True,NULL,44
"FITKU","ABO","FITKU",NULL,NULL,False,True,NULL,6
"NGAOFS","ABO FPSO",NULL,NULL,NULL,False,True,NULL,0
"NGABO","ABONNEMA","NGABO",NULL,NULL,False,True,NULL,0
"JPABO","ABOSHI","JPABO",NULL,NULL,False,True,NULL,0
"BRABRO","ABRAO",NULL,NULL,NULL,False,True,NULL,0
"BRARDA","ABROLHOS IS","BRARD",NULL,NULL,False,True,NULL,0
"BRARDA","ABROLHOS IS.","BRARD",NULL,NULL,False,True,NULL,0
"AEABU","ABU AL BUKHOOSH","AEABU",NULL,NULL,False,True,NULL,0
"IQALF","ABU AL FULUS","IQALF",NULL,NULL,False,True,NULL,0
"IQALF","ABU AL KHASIB","IQALF",NULL,NULL,False,True,NULL,0
"SAABAI","ABU ALI",NULL,NULL,NULL,False,True,NULL,3
"AEAUH","ABU DHABI","AEAUH",NULL,NULL,False,True,NULL,33
"IQALF","ABU FLUS","IQALF",NULL,NULL,False,True,NULL,0
"EGABGN","ABU GHUSUN",NULL,NULL,NULL,False,True,NULL,1
"LYABK","ABU KAMMASH","LYABK",NULL,NULL,False,True,NULL,0
"CNZHE","Zhenjiang","CNZHE",NULL,NULL,False,True,NULL,0
"CNYIZ","ZHENZHOU","CNYIZ",NULL,NULL,False,True,NULL,0
"EGAKI","ABU KHIR","EGAKI",NULL,NULL,False,True,NULL,0
"EGAKI","ABU KIR","EGAKI",NULL,NULL,False,True,NULL,40
"MYABMT","ABU MARINE TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"AEAMU","ABU MU.S.A","AEAMU",NULL,NULL,False,True,NULL,0
"AEAMU","ABU MUSA","AEAMU",NULL,NULL,False,True,NULL,0
"EGAKI","ABU QIR","EGAKI",NULL,NULL,False,True,NULL,202
"EGAUE","ABU RUDAYS","EGAUE",NULL,NULL,False,True,NULL,0
"EGAUE","ABU RUDEIS","EGAUE",NULL,NULL,False,True,NULL,0
"EGAZA","ABU ZANIMAH","EGAZA",NULL,NULL,False,True,NULL,0
"EGABZ","ABU ZENIMA","EGABZ",NULL,NULL,False,True,NULL,4
"EGAZA","ABU ZENIMAH","EGAZA",NULL,NULL,False,True,NULL,0
"PHABU","ABULOG","PHABU",NULL,NULL,False,True,NULL,0
"PHABU","ABULOG LUZON","PHABU",NULL,NULL,False,True,NULL,0
"JPABU","ABURATSU","JPABU",NULL,NULL,False,True,NULL,2
"SVAQJ","ACAJUTLA","SVAQJ",NULL,NULL,False,True,NULL,161
"MXACA","ACAPULCO","MXACA",NULL,NULL,False,True,NULL,0
"BRACAU","ACARAU",NULL,NULL,NULL,False,True,NULL,0
"GHACC","ACCRA","GHACC",NULL,NULL,False,True,NULL,1
"IDBTJ","ACEH","IDBTJ",NULL,NULL,False,True,NULL,0
"ARPUAO","ACEVEDO","ARPUA",NULL,NULL,False,True,NULL,0
"IEACHD","ACHILL HEAD (ACHILL IS.)",NULL,NULL,NULL,False,True,NULL,0
NULL,"ACHILL HEAD (RP)",NULL,NULL,NULL,False,True,NULL,0
"GRACL","ACHLADI","GRACL",NULL,NULL,False,True,NULL,9
"ITACIE","ACIREALE",NULL,NULL,NULL,False,True,NULL,0
"ILACR","ACRE (AKKO)","ILACR",NULL,NULL,False,True,NULL,0
"BRACUP","ACU","BRACU",NULL,NULL,False,True,NULL,3
"BRACPT","ACU PORT","BRACP",NULL,NULL,False,True,NULL,4
"MAVIL","AD DAKHLA","MAVIL",NULL,NULL,False,True,NULL,0
"SADMM","AD DAMMAM","SADMM",NULL,NULL,False,True,NULL,0
"SADMM","AD DAMMAN","SADMM",NULL,NULL,False,True,NULL,0
"GHADA","ADA","GHADA",NULL,NULL,False,True,NULL,0
"EGADA","Adabiya","EGADA",NULL,NULL,False,True,NULL,0
"EGADA","ADABIYAH","EGADA",NULL,NULL,False,True,NULL,0
"USADIS","ADAK IS",NULL,NULL,NULL,False,True,NULL,0
"USAXK","ADAK IS.","USAXK",NULL,NULL,False,True,NULL,0
"TRAYT","ADALIA","TRAYT",NULL,NULL,False,True,NULL,0
"GRADA","ADAMAS","GRADA",NULL,NULL,False,True,NULL,0
"USPOAS","ADAMS","USPOA",NULL,NULL,False,True,NULL,0
"ADNBY","ADANG BAY","IDADB",NULL,NULL,False,True,NULL,12
"IDADAT","ADAUT",NULL,NULL,NULL,False,True,NULL,0
"GHADA","ADDA","GHADA",NULL,NULL,False,True,NULL,0
"MVGAN","ADDU ATOLL","MVGAN",NULL,NULL,False,True,NULL,0
"AUADL","Adelaide","AUADL",NULL,NULL,False,True,NULL,0
"YEADE","Aden","YEADE",NULL,NULL,False,True,NULL,0
"RUADII","ADIMI",NULL,NULL,NULL,False,True,NULL,0
"INADIM","ADIRAMPATTINAM",NULL,NULL,NULL,False,True,NULL,0
"TNADJM","ADJIM",NULL,NULL,NULL,False,True,NULL,0
"PHADAY","ADLAY",NULL,NULL,NULL,False,True,NULL,0
"RUADLR","ADLER","RUADL",NULL,NULL,False,True,NULL,0
"PGLOR","ADMIRALTY IS.","PGLOR",NULL,NULL,False,True,NULL,0
"ESADR","ADRA","ESADR",NULL,NULL,False,True,NULL,0
"9994999","ADRIFT",NULL,NULL,NULL,False,True,NULL,0
"GRAEII","AEGINA I.",NULL,NULL,NULL,False,True,NULL,0
"GRAIYN","AEGION","GRAIY",NULL,NULL,False,True,NULL,0
"DKAERG","AEROSKOBING",NULL,NULL,NULL,False,True,NULL,0
"USAFK","AFOGNAK","USAFK",NULL,NULL,False,True,NULL,0
"IRAFTB","AFTAB",NULL,NULL,NULL,False,True,NULL,0
"BRAFUA","AFUA",NULL,NULL,NULL,False,True,NULL,0
"MAAGA","AGADIR","MAAGA",NULL,NULL,False,True,NULL,190
"MUAGID","AGALAGA ISLAND",NULL,NULL,NULL,False,True,NULL,2
"IDAGAS","AGATS",NULL,NULL,NULL,False,True,NULL,0
"INAGAT","AGATTI","INAGA",NULL,NULL,False,True,NULL,0
"USAGID","AGATTU ISLAND",NULL,NULL,NULL,False,True,NULL,0
"CAAGAA","AGAWA",NULL,NULL,NULL,False,True,NULL,0
"NGABFS","AGBAMI FPSO",NULL,NULL,NULL,False,True,NULL,47
"FRAGDE","AGDE",NULL,NULL,NULL,False,True,NULL,0
"DKASH","AGGERSUND","DKASH",NULL,NULL,False,True,NULL,18
"GRAGMA","AGHIA MARINA",NULL,NULL,NULL,False,True,NULL,2
"GRAYKS","AGHIOS KONSTANDINOS","GRAYK",NULL,NULL,False,True,NULL,0
"GRANI","AGHIOS NIKOLAOS","GRANI",NULL,NULL,False,True,NULL,1
"GRAGM","AGIA MARINA","GRAGM",NULL,NULL,False,True,NULL,0
NULL,"Agia Trias",NULL,NULL,NULL,False,True,NULL,0
"ROAGI","AGIGEA","ROAGI",NULL,NULL,False,True,NULL,4
"GRAGT","AGIO TEODOROI","GRAGT",NULL,NULL,False,True,NULL,0
"GRAGT","Agio Theodoroi","GRAGT",NULL,NULL,False,True,NULL,0
"GRAGTI","Agioi Theodoroi",NULL,NULL,NULL,False,True,NULL,0
"GRAKI","AGIOS KIRIKOS","GRAKI",NULL,NULL,False,True,NULL,0
"GRAYNS","AGIOS NIKOLAOS","GRAYN",NULL,NULL,False,True,NULL,0
"NOAFT","AGNEFEST","NOAFT",NULL,NULL,False,True,NULL,0
"NOANBG","AGNESBERG",NULL,NULL,NULL,False,True,NULL,32
"NOAGO","AGOTNES","NOAGO",NULL,NULL,False,True,NULL,157
"GRAGRA","AGRIA",NULL,NULL,NULL,False,True,NULL,0
"MPAGRN","AGRIHAN",NULL,NULL,NULL,False,True,NULL,0
"ITAGRI","AGROPOLI",NULL,NULL,NULL,False,True,NULL,0
"DKATTU","AGTO","DKATT",NULL,NULL,False,True,NULL,0
"ESAGAA","AGUA AMARGA",NULL,NULL,NULL,False,True,NULL,0
"PRBQN","AGUADILLA","PRBQN",NULL,NULL,False,True,NULL,0
"PAAGD","AGUADULCE","PAAGD",NULL,NULL,False,True,NULL,10
"CAAGUH","AGUANISH",NULL,NULL,NULL,False,True,NULL,0
"CAPAP","AGUATHUNA","CAPAP",NULL,NULL,False,True,NULL,0
"ESAGU","AGUILAS","ESAGU",NULL,NULL,False,True,NULL,0
"PRCEAE","AGUIRRE","PRCEA",NULL,NULL,False,True,NULL,0
"NZAHAA","AHANGAROA",NULL,NULL,NULL,False,True,NULL,0
"NOAHM","AHEIM","NOAHM",NULL,NULL,False,True,NULL,330
"AEQIW","AHMED BIN RASHID","AEQIW",NULL,NULL,False,True,NULL,0
"FRAHUI","AHUREI",NULL,NULL,NULL,False,True,NULL,0
"SEAHU","AHUS","SEAHU",NULL,NULL,False,True,NULL,143
"GRAIDS","AIDHIPSOS",NULL,NULL,NULL,False,True,NULL,0
"GRAIDS","AIDIPSOS SPAS","GRAID",NULL,NULL,False,True,NULL,0
"GRAIYI","AIGIALI","GRAIY",NULL,NULL,False,True,NULL,0
"IDAIME","AIMERE",NULL,NULL,NULL,False,True,NULL,0
"EGAIS","AIN SUKHNA","EGAIS",NULL,NULL,False,True,NULL,85
"LVAIN","AINAZI","LVAIN",NULL,NULL,False,True,NULL,0
"JPAINA","AINOURA",NULL,NULL,NULL,False,True,NULL,0
"JPAIO","AIOI","JPAIO",NULL,NULL,False,True,NULL,2
"IDAIRS","AIRBANGIS",NULL,NULL,NULL,False,True,NULL,0
"AUAIR","AIRLIE ISLAND TERMINAL","AUAIR",NULL,NULL,False,True,NULL,0
"AUAIR","AIRLIE TERMINAL","AUAIR",NULL,NULL,False,True,NULL,0
"PGAITE","AITAPE",NULL,NULL,NULL,False,True,NULL,6
"GSAITI","AITUTAKI",NULL,NULL,NULL,False,True,NULL,0
"GRAIYI","AIYIALI",NULL,NULL,NULL,False,True,NULL,0
"GRAIYA","AIYINA",NULL,NULL,NULL,False,True,NULL,0
"GRAIYN","AIYION",NULL,NULL,NULL,False,True,NULL,0
"FRAJA","AJACCIO","FRAJA",NULL,NULL,False,True,NULL,3
"NGAJPF","AJAPA FPSO","NGAJP",NULL,NULL,False,True,NULL,0
"AEAJM","Ajman","AEAJM",NULL,NULL,False,True,NULL,0
"FIAJOS","AJOS",NULL,NULL,NULL,False,True,NULL,6
"PHAJUY","AJUY",NULL,NULL,NULL,False,True,NULL,0
"NZAKA","AKAROA","NZAKA",NULL,NULL,False,True,NULL,0
NULL,"AKASHI STRAIT",NULL,NULL,NULL,False,True,NULL,0
NULL,"AKASHI STRIAT (RP)",NULL,NULL,NULL,False,True,NULL,0
"NGAKAA","AKASSA",NULL,NULL,NULL,False,True,NULL,0
"TRAKCA","AKCANSA",NULL,NULL,NULL,False,True,NULL,26
"BGAKH","AKHTOPOL","BGAKH",NULL,NULL,False,True,NULL,0
"JPAKII","AKI",NULL,NULL,NULL,False,True,NULL,0
"CAAKIS","AKIMISKI IS.",NULL,NULL,NULL,False,True,NULL,0
"PGAKI","AKINUM","PGAKI",NULL,NULL,False,True,NULL,0
"JPAXT","AKITA","JPAXT",NULL,NULL,False,True,NULL,14
"JPAKT","AKITSU","JPAKT",NULL,NULL,False,True,NULL,0
"JPAKE","AKKESHI","JPAKE",NULL,NULL,False,True,NULL,0
"JPAKOO","AKO",NULL,NULL,NULL,False,True,NULL,0
"CAAKII","AKPATOK IS.",NULL,NULL,NULL,False,True,NULL,0
"NGAKPT","AKPO TERMINAL",NULL,NULL,NULL,False,True,NULL,2
"TRAKPT","AKPORT",NULL,NULL,NULL,False,True,NULL,1
"NOAKRA","AKRA",NULL,NULL,NULL,False,True,NULL,0
"ISAKR","AKRANES","ISAKR",NULL,NULL,False,True,NULL,48
"CYAKT","AKROTIRI","CYAKT",NULL,NULL,False,True,NULL,1
"KZAAU","AKTAU","KZAAU",NULL,NULL,False,True,NULL,0
"ISAKU","AKUREYRI","ISAKU",NULL,NULL,False,True,NULL,158
"USAKUN","AKUTAN",NULL,NULL,NULL,False,True,NULL,0
"BUAKY","AKYAB","BUAKY",NULL,NULL,False,True,NULL,0
"EGADA","AL ADABIYAH","EGADA",NULL,NULL,False,True,NULL,131
"EGMAH","AL ALAMAYN","EGMAH",NULL,NULL,False,True,NULL,0
"EGALAH","AL ARISH","EGALA",NULL,NULL,False,True,NULL,0
"IQMAB","AL BAKR (ALBAKR TERMINAL)","IQMAB",NULL,NULL,False,True,NULL,0
"IQBSR","AL BASRAH","IQBSR",NULL,NULL,False,True,NULL,0
"LYABA","AL BAYDA","LYABA",NULL,NULL,False,True,NULL,2
"LYBUA","AL BU AYRAT","LYBUA",NULL,NULL,False,True,NULL,0
"AEFJR","AL FUJAYRAH","AEFJR",NULL,NULL,False,True,NULL,6
"TNHMM","AL HAMMAMAT","TNHMM",NULL,NULL,False,True,NULL,0
"AEHMYH","AL HAMRIYAH","AEHMY",NULL,NULL,False,True,NULL,0
"YEALHA","AL HAWRA",NULL,NULL,NULL,False,True,NULL,0
"MAAHU","AL HOCEIMA","MAAHU",NULL,NULL,False,True,NULL,0
"MAAHU","AL HUCEMAS","MAAHU",NULL,NULL,False,True,NULL,0
"AEJAZ","AL JAZEERA","AEJAZ",NULL,NULL,False,True,NULL,0
"SAJUT","AL JUAYMAH","SAJUT",NULL,NULL,False,True,NULL,0
"SAJBI","AL JUBAIL","SAJBI",NULL,NULL,False,True,NULL,99
"OMALKA","AL KHABURA",NULL,NULL,NULL,False,True,NULL,0
"OMKHAF","AL KHALUF","OMKHA",NULL,NULL,False,True,NULL,0
"QAALKR","AL KHAWR",NULL,NULL,NULL,False,True,NULL,1
"SAALK","AL KHOBAR","SAALK",NULL,NULL,False,True,NULL,0
"QAALKR","AL KHOR","QAALK",NULL,NULL,False,True,NULL,0
"SAALK","AL KHUBAR","SAALK",NULL,NULL,False,True,NULL,0
"LYKHO","AL KHUMS","LYKHO",NULL,NULL,False,True,NULL,35
"SAALKH","AL KHURAIBAH",NULL,NULL,NULL,False,True,NULL,0
"SYALD","AL LADHIQIYAH","SYALD",NULL,NULL,False,True,NULL,0
"SALIT","AL LAITH","SALIT",NULL,NULL,False,True,NULL,0
"SALIT","AL LITH","SALIT",NULL,NULL,False,True,NULL,0
"TNALMS","AL MAHRAS",NULL,NULL,NULL,False,True,NULL,0
NULL,"Al Manamah",NULL,NULL,NULL,False,True,NULL,0
"LYALMJ","AL MARJ",NULL,NULL,NULL,False,True,NULL,0
"YEMKX","AL MUKALLA","YEMKX",NULL,NULL,False,True,NULL,0
"SAALQH","AL QADIMAH",NULL,NULL,NULL,False,True,NULL,7
"SAALQA","AL QAHMAH",NULL,NULL,NULL,False,True,NULL,0
"OMQAL","AL QALHAT","OMQAL",NULL,NULL,False,True,NULL,0
"EGALQH","AL QANTARAH",NULL,NULL,NULL,False,True,NULL,0
"SAALQF","AL QATIF",NULL,NULL,NULL,False,True,NULL,0
"SAALQD","AL QUNFUDAH",NULL,NULL,NULL,False,True,NULL,0
"QAARRN","AL RAYYAN","QAARR",NULL,NULL,False,True,NULL,0
"QAARWS","AL RUWAIS","QAARW",NULL,NULL,False,True,NULL,0
"QAASN","AL SHAHEEN TERMINAL","QAASN",NULL,NULL,False,True,NULL,24
"AEALUD","AL UDAYAD",NULL,NULL,NULL,False,True,NULL,0
"SAALUR","AL UGAYR",NULL,NULL,NULL,False,True,NULL,0
"LYALUH","AL UQAYLAH",NULL,NULL,NULL,False,True,NULL,0
"SAALWH","AL WAJH",NULL,NULL,NULL,False,True,NULL,0
"QAALWH","AL WAKRAH",NULL,NULL,NULL,False,True,NULL,0
"JOAQJ","AL'AQABAH","JOAQJ",NULL,NULL,False,True,NULL,0
"SEALA","ALA","SEALA",NULL,NULL,False,True,NULL,0
"TRALAI","ALACATI",NULL,NULL,NULL,False,True,NULL,2
"TMALDJ","ALADJA",NULL,NULL,NULL,False,True,NULL,0
"MPALAN","ALAMAGAN",NULL,NULL,NULL,False,True,NULL,0
"USNGZ","ALAMEDA","USNGZ",NULL,NULL,False,True,NULL,0
"FIALAD","ALAND",NULL,NULL,NULL,False,True,NULL,0
"INALA","ALANG","INALA",NULL,NULL,False,True,NULL,0
"INALA","ALANG BAY","INALA",NULL,NULL,False,True,NULL,0
"TRALA","ALANYA","TRALA",NULL,NULL,False,True,NULL,1
"ITALAO","ALASSIO",NULL,NULL,NULL,False,True,NULL,0
"GBALBA","ALBA (UK)",NULL,NULL,NULL,False,True,NULL,0
NULL,"Albages",NULL,NULL,NULL,False,True,NULL,0
"KWMEA","ALBAKIR TERMINAL","KWMEA",NULL,NULL,False,True,NULL,0
NULL,"Albany",NULL,NULL,NULL,False,True,NULL,0
"AUALH","ALBANY (AU)","AUALH",NULL,NULL,False,True,NULL,27
"AUALH","ALBANY (AUS)","AUALH",NULL,NULL,False,True,NULL,0
"USALB","ALBANY (US)","USALB",NULL,NULL,False,True,NULL,153
"USABY","ALBANY (USA)","USABY",NULL,NULL,False,True,NULL,0
"CAPAB","ALBERNI","CAPAB",NULL,NULL,False,True,NULL,0
"AUPOAT","ALBERT","AUPOA",NULL,NULL,False,True,NULL,0
"CAALBN","ALBERTON",NULL,NULL,NULL,False,True,NULL,0
"SRABN","ALBINA","SRABN",NULL,NULL,False,True,NULL,0
"NLABL","ALBLASSERDAM","NLABL",NULL,NULL,False,True,NULL,8
"ESALIS","ALBORAN IS.",NULL,NULL,NULL,False,True,NULL,0
"DKAAL","ALBORG","DKAAL",NULL,NULL,False,True,NULL,232
"PHALBA","ALBUERA",NULL,NULL,NULL,False,True,NULL,0
"PTABF","ALBUFEIRA","PTABF",NULL,NULL,False,True,NULL,0
"ESALCR","Alcanar",NULL,NULL,NULL,False,True,NULL,0
"PHALCY","ALCOY",NULL,NULL,NULL,False,True,NULL,2
"ESALDO","Alcudia",NULL,NULL,NULL,False,True,NULL,0
"SCALIS","ALDABRA IS.",NULL,NULL,NULL,False,True,NULL,0
"SCALI","ALDABRA ISLAND","SCALI",NULL,NULL,False,True,NULL,0
"GBALB","ALDEBURGH","GBALB",NULL,NULL,False,True,NULL,0
"BRPOA","ALEGRE","BRPOA",NULL,NULL,False,True,NULL,0
"RUSAK","ALEKSANDROVSK","RUSAK",NULL,NULL,False,True,NULL,0
"RUSAK","ALEKSANDROVSK SAKHALINSKIY","RUSAK",NULL,NULL,False,True,NULL,0
"TRALER","ALEMDAR",NULL,NULL,NULL,False,True,NULL,0
"BRALTL","ALEMOA TERMINAL",NULL,NULL,NULL,False,True,NULL,0
"FRALEA","ALERIA",NULL,NULL,NULL,False,True,NULL,1
"CAAAL","ALERT BAY","CAAAL",NULL,NULL,False,True,NULL,0
"NOAES","ALESUND","NOAES",NULL,NULL,False,True,NULL,121
NULL,"Ålesund",NULL,NULL,NULL,False,True,NULL,0
"USPOAR","ALEXANDER","USPOA",NULL,NULL,False,True,NULL,0
"EGALY","ALEXANDRIA","EGALY",NULL,NULL,False,True,NULL,0
"EGALY","ALEXANDRIA (EG)","EGALY",NULL,NULL,False,True,NULL,497
"USALEA","ALEXANDRIA (US)",NULL,NULL,NULL,False,True,NULL,2
"USALBA","ALEXANDRIA BAY",NULL,NULL,NULL,False,True,NULL,1
"GRAXD","ALEXANDROUPOLIS","GRAXD",NULL,NULL,False,True,NULL,15
"RUSAK","ALEXANDROVSK","RUSAK",NULL,NULL,False,True,NULL,0
"RUSAK","ALEXANDROVSK SAKHALINSKIY","RUSAK",NULL,NULL,False,True,NULL,0
"ESALG","ALGECIRAS","ESALG",NULL,NULL,False,True,NULL,565
"DZALGR","ALGER","DZALG",NULL,NULL,False,True,NULL,12
"ITAHO","ALGHERO","ITAHO",NULL,NULL,False,True,NULL,0
"DZALG","ALGIERS","DZALG",NULL,NULL,False,True,NULL,158
"ZAPLZ","ALGOA BAY","ZAPLZ",NULL,NULL,False,True,NULL,196
"USALGA","ALGOMA",NULL,NULL,NULL,False,True,NULL,0
"USALGC","ALGONAC",NULL,NULL,NULL,False,True,NULL,0
